Close_t-13,Close_t-12,Close_t-11,Close_t-10,Close_t-9,Close_t-8,Close_t-7,Close_t-6,Close_t-5,Close_t-4,Close_t-3,Close_t-2,Close_t-1,Close_t-0,RSI_14,ATR_14,FGI,cluster_subset
"Ticker
BTC-USD    94720.5
Name: 46, dtype: object","Ticker
BTC-USD    94646.929688
Name: 47, dtype: object","Ticker
BTC-USD    93754.84375
Name: 48, dtype: object","Ticker
BTC-USD    94978.75
Name: 49, dtype: object","Ticker
BTC-USD    94284.789062
Name: 50, dtype: object","Ticker
BTC-USD    94207.3125
Name: 51, dtype: object","Ticker
BTC-USD    96492.335938
Name: 52, dtype: object","Ticker
BTC-USD    96910.070312
Name: 53, dtype: object","Ticker
BTC-USD    95891.796875
Name: 54, dtype: object","Ticker
BTC-USD    94315.976562
Name: 55, dtype: object","Ticker
BTC-USD    94748.054688
Name: 56, dtype: object","Ticker
BTC-USD    96802.476562
Name: 57, dtype: object","Ticker
BTC-USD    97032.320312
Name: 58, dtype: object","Ticker
BTC-USD    98932.9375
Name: 59, dtype: object","Ticker
    68.273211
Name: 59, dtype: object","Ticker
    9006.209821
Name: 59, dtype: object","Ticker
    70
Name: 59, dtype: object",2
